sender_id,receiver_id,timestamp,message_length,sender_department,sender_location,sender_age,receiver_department,receiver_location,receiver_age,month
509,364,2021-06-16 21:44:22,67,Admin,US,39,Sales,Germany,40,6
509,316,2021-06-16 21:44:43,19,Admin,US,39,Admin,France,27,6
509,454,2021-06-16 21:45:18,20,Admin,US,39,Admin,US,47,6
725,719,2021-06-16 21:45:24,76,Sales,Germany,30,Sales,US,42,6
605,617,2021-06-16 21:48:30,23,Admin,France,31,Operations,US,52,6
605,337,2021-06-16 21:49:22,81,Admin,France,31,Sales,US,37,6
605,332,2021-06-16 21:50:49,34,Admin,France,31,Operations,US,40,6
128,687,2021-06-16 21:54:14,61,Sales,France,47,Sales,US,36,6
128,372,2021-06-16 22:05:45,57,Sales,France,47,Operations,France,49,6
705,788,2021-06-16 22:22:19,58,Admin,US,59,Marketing,US,57,6
705,788,2021-06-16 22:23:06,76,Admin,US,59,Marketing,US,57,6
705,803,2021-06-16 22:29:05,50,Admin,US,59,Sales,US,52,6
705,803,2021-06-16 22:29:21,87,Admin,US,59,Sales,US,52,6
752,502,2021-06-16 22:31:22,50,Admin,France,57,Sales,US,57,6
586,804,2021-06-16 22:33:57,49,Operations,France,38,Sales,US,48,6
483,325,2021-06-16 23:14:19,11,Sales,France,25,Engineering,US,38,6
483,583,2021-06-16 23:14:39,21,Sales,France,25,IT,Germany,33,6
483,583,2021-06-16 23:14:52,44,Sales,France,25,IT,Germany,33,6
483,194,2021-06-16 23:15:06,62,Sales,France,25,Admin,US,28,6
483,782,2021-06-16 23:16:43,53,Sales,France,25,IT,Brasil,37,6
317,343,2021-06-16 23:47:14,17,Operations,US,37,Sales,France,36,6
483,325,2021-06-16 23:59:38,21,Sales,France,25,Engineering,US,38,6
128,372,2021-06-17 00:03:36,56,Sales,France,47,Operations,France,49,6
605,341,2021-06-17 00:47:23,20,Admin,France,31,IT,France,25,6
586,504,2021-06-17 00:49:19,35,Operations,France,38,Operations,France,22,6
469,806,2021-06-17 01:07:45,69,Operations,France,54,Sales,US,39,6
605,617,2021-06-17 01:16:13,65,Admin,France,31,Operations,US,52,6
605,617,2021-06-17 01:18:32,46,Admin,France,31,Operations,US,52,6
605,617,2021-06-17 01:23:38,54,Admin,France,31,Operations,US,52,6
605,272,2021-06-17 01:24:57,61,Admin,France,31,Operations,US,47,6
705,299,2021-06-17 01:32:55,73,Admin,US,59,Admin,Germany,47,6
586,244,2021-06-17 01:34:30,66,Operations,France,38,Sales,US,52,6
586,183,2021-06-17 01:36:06,53,Operations,France,38,Operations,US,50,6
586,504,2021-06-17 01:45:24,63,Operations,France,38,Operations,France,22,6
586,244,2021-06-17 02:20:28,58,Operations,France,38,Sales,US,52,6
586,244,2021-06-17 02:21:23,72,Operations,France,38,Sales,US,52,6
605,734,2021-06-17 02:28:03,28,Admin,France,31,Sales,France,49,6
705,712,2021-06-17 03:28:52,40,Admin,US,59,Operations,Brasil,54,6
705,712,2021-06-17 03:28:58,59,Admin,US,59,Operations,Brasil,54,6
815,364,2021-06-17 03:31:33,32,Operations,US,36,Sales,Germany,40,6
586,244,2021-06-17 04:06:01,18,Operations,France,38,Sales,US,52,6
586,815,2021-06-17 04:07:59,76,Operations,France,38,Operations,US,36,6
586,816,2021-06-17 04:08:28,74,Operations,France,38,Marketing,Brasil,57,6
725,547,2021-06-17 04:35:35,55,Sales,Germany,30,Admin,France,45,6
389,598,2021-06-17 04:36:08,25,Sales,France,39,Operations,US,38,6
389,448,2021-06-17 04:42:00,26,Sales,France,39,Admin,UK,25,6
389,640,2021-06-17 04:44:49,39,Sales,France,39,Admin,US,24,6
725,547,2021-06-17 04:46:22,66,Sales,Germany,30,Admin,France,45,6
725,547,2021-06-17 04:53:31,70,Sales,Germany,30,Admin,France,45,6
128,372,2021-06-17 05:16:23,57,Sales,France,47,Operations,France,49,6
605,734,2021-06-17 05:24:56,88,Admin,France,31,Sales,France,49,6
605,74,2021-06-17 05:25:46,35,Admin,France,31,Admin,France,45,6
605,734,2021-06-17 05:27:51,44,Admin,France,31,Sales,France,49,6
389,29,2021-06-17 05:31:19,66,Sales,France,39,Admin,France,33,6
605,272,2021-06-17 05:32:33,44,Admin,France,31,Operations,US,47,6
605,272,2021-06-17 05:37:46,43,Admin,France,31,Operations,US,47,6
605,32,2021-06-17 05:46:25,21,Admin,France,31,Sales,UK,54,6
705,299,2021-06-17 05:55:08,14,Admin,US,59,Admin,Germany,47,6
605,224,2021-06-17 05:55:59,33,Admin,France,31,Sales,France,45,6
605,224,2021-06-17 06:01:15,59,Admin,France,31,Sales,France,45,6
605,224,2021-06-17 06:03:32,55,Admin,France,31,Sales,France,45,6
605,194,2021-06-17 06:09:37,83,Admin,France,31,Admin,US,28,6
605,74,2021-06-17 06:30:28,12,Admin,France,31,Admin,France,45,6
605,74,2021-06-17 06:30:46,75,Admin,France,31,Admin,France,45,6
605,263,2021-06-17 06:53:32,36,Admin,France,31,Operations,France,35,6
605,263,2021-06-17 06:57:43,47,Admin,France,31,Operations,France,35,6
605,263,2021-06-17 07:00:08,36,Admin,France,31,Operations,France,35,6
605,263,2021-06-17 07:04:10,51,Admin,France,31,Operations,France,35,6
705,825,2021-06-17 07:07:12,30,Admin,US,59,IT,US,59,6
586,504,2021-06-17 07:13:11,33,Operations,France,38,Operations,France,22,6
605,74,2021-06-17 07:15:59,70,Admin,France,31,Admin,France,45,6
386,343,2021-06-17 07:18:24,54,Admin,Germany,47,Sales,France,36,6
386,790,2021-06-17 07:19:42,59,Admin,Germany,47,Admin,France,54,6
605,32,2021-06-17 07:21:39,46,Admin,France,31,Sales,UK,54,6
586,244,2021-06-17 07:22:33,32,Operations,France,38,Sales,US,52,6
605,32,2021-06-17 07:24:30,69,Admin,France,31,Sales,UK,54,6
605,32,2021-06-17 07:26:35,81,Admin,France,31,Sales,UK,54,6
605,32,2021-06-17 07:28:11,58,Admin,France,31,Sales,UK,54,6
128,372,2021-06-17 07:41:46,21,Sales,France,47,Operations,France,49,6
605,32,2021-06-17 07:44:09,74,Admin,France,31,Sales,UK,54,6
605,32,2021-06-17 07:47:06,81,Admin,France,31,Sales,UK,54,6
605,73,2021-06-17 07:47:58,57,Admin,France,31,Admin,US,56,6
128,372,2021-06-17 07:51:08,36,Sales,France,47,Operations,France,49,6
337,769,2021-06-17 08:08:31,15,Sales,US,37,Admin,US,34,6
128,372,2021-06-17 08:08:56,82,Sales,France,47,Operations,France,49,6
605,337,2021-06-17 08:13:15,39,Admin,France,31,Sales,US,37,6
598,644,2021-06-17 08:39:57,29,Operations,US,38,Sales,US,54,6
598,68,2021-06-17 08:40:20,54,Operations,US,38,Admin,France,50,6
598,124,2021-06-17 08:44:32,83,Operations,US,38,Marketing,US,53,6
643,638,2021-06-17 08:54:06,15,Admin,US,49,Sales,Germany,40,6
605,557,2021-06-17 09:00:20,52,Admin,France,31,Admin,US,30,6
605,29,2021-06-17 09:03:53,24,Admin,France,31,Admin,France,33,6
605,795,2021-06-17 09:10:53,45,Admin,France,31,Sales,UK,41,6
605,557,2021-06-17 09:14:31,60,Admin,France,31,Admin,US,30,6
605,29,2021-06-17 09:15:17,78,Admin,France,31,Admin,France,33,6
605,263,2021-06-17 09:16:16,69,Admin,France,31,Operations,France,35,6
605,29,2021-06-17 09:21:16,36,Admin,France,31,Admin,France,33,6
605,557,2021-06-17 09:22:16,35,Admin,France,31,Admin,US,30,6
586,832,2021-06-17 09:24:57,78,Operations,France,38,Sales,France,30,6
605,557,2021-06-17 09:29:31,10,Admin,France,31,Admin,US,30,6
605,32,2021-06-17 09:31:35,86,Admin,France,31,Sales,UK,54,6
605,596,2021-06-17 09:33:10,56,Admin,France,31,Operations,UK,45,6
605,557,2021-06-17 09:37:05,60,Admin,France,31,Admin,US,30,6
605,462,2021-06-17 09:39:01,47,Admin,France,31,Operations,Germany,53,6
605,557,2021-06-17 09:41:47,64,Admin,France,31,Admin,US,30,6
605,462,2021-06-17 09:43:04,18,Admin,France,31,Operations,Germany,53,6
605,462,2021-06-17 09:47:36,84,Admin,France,31,Operations,Germany,53,6
605,557,2021-06-17 09:48:37,14,Admin,France,31,Admin,US,30,6
605,462,2021-06-17 09:50:38,60,Admin,France,31,Operations,Germany,53,6
605,462,2021-06-17 09:56:02,10,Admin,France,31,Operations,Germany,53,6
605,462,2021-06-17 10:03:18,75,Admin,France,31,Operations,Germany,53,6
605,29,2021-06-17 10:11:27,34,Admin,France,31,Admin,France,33,6
605,29,2021-06-17 10:14:49,72,Admin,France,31,Admin,France,33,6
605,640,2021-06-17 10:16:01,66,Admin,France,31,Admin,US,24,6
605,704,2021-06-17 10:16:19,65,Admin,France,31,Operations,US,30,6
605,704,2021-06-17 10:16:52,84,Admin,France,31,Operations,US,30,6
605,704,2021-06-17 10:17:16,64,Admin,France,31,Operations,US,30,6
605,704,2021-06-17 10:17:36,75,Admin,France,31,Operations,US,30,6
605,704,2021-06-17 10:20:16,44,Admin,France,31,Operations,US,30,6
605,462,2021-06-17 10:20:48,84,Admin,France,31,Operations,Germany,53,6
605,442,2021-06-17 10:21:45,75,Admin,France,31,Operations,Brasil,57,6
605,704,2021-06-17 10:22:38,51,Admin,France,31,Operations,US,30,6
605,704,2021-06-17 10:23:08,55,Admin,France,31,Operations,US,30,6
605,704,2021-06-17 10:25:23,18,Admin,France,31,Operations,US,30,6
605,704,2021-06-17 10:26:21,86,Admin,France,31,Operations,US,30,6
605,704,2021-06-17 10:27:08,13,Admin,France,31,Operations,US,30,6
605,704,2021-06-17 10:27:38,41,Admin,France,31,Operations,US,30,6
605,704,2021-06-17 10:28:03,52,Admin,France,31,Operations,US,30,6
605,704,2021-06-17 10:30:21,30,Admin,France,31,Operations,US,30,6
605,704,2021-06-17 10:31:51,54,Admin,France,31,Operations,US,30,6
605,704,2021-06-17 10:33:23,54,Admin,France,31,Operations,US,30,6
605,704,2021-06-17 10:33:47,36,Admin,France,31,Operations,US,30,6
605,704,2021-06-17 10:35:22,86,Admin,France,31,Operations,US,30,6
605,704,2021-06-17 10:38:01,39,Admin,France,31,Operations,US,30,6
605,704,2021-06-17 10:39:04,13,Admin,France,31,Operations,US,30,6
605,372,2021-06-17 10:39:50,84,Admin,France,31,Operations,France,49,6
605,704,2021-06-17 10:41:17,74,Admin,France,31,Operations,US,30,6
605,704,2021-06-17 10:42:31,21,Admin,France,31,Operations,US,30,6
605,372,2021-06-17 10:43:08,40,Admin,France,31,Operations,France,49,6
605,704,2021-06-17 10:45:15,44,Admin,France,31,Operations,US,30,6
605,372,2021-06-17 10:45:30,51,Admin,France,31,Operations,France,49,6
605,704,2021-06-17 10:46:31,64,Admin,France,31,Operations,US,30,6
605,704,2021-06-17 10:46:55,13,Admin,France,31,Operations,US,30,6
605,704,2021-06-17 10:47:48,18,Admin,France,31,Operations,US,30,6
605,704,2021-06-17 10:48:45,10,Admin,France,31,Operations,US,30,6
605,704,2021-06-17 10:51:23,51,Admin,France,31,Operations,US,30,6
605,704,2021-06-17 10:53:36,11,Admin,France,31,Operations,US,30,6
605,317,2021-06-17 10:55:01,21,Admin,France,31,Operations,US,37,6
605,704,2021-06-17 10:55:39,27,Admin,France,31,Operations,US,30,6
605,704,2021-06-17 10:57:57,88,Admin,France,31,Operations,US,30,6
605,681,2021-06-17 10:58:31,14,Admin,France,31,Engineering,Brasil,45,6
128,542,2021-06-17 11:25:12,30,Sales,France,47,Sales,Germany,45,6
128,542,2021-06-17 12:10:21,84,Sales,France,47,Sales,Germany,45,6
422,297,2021-06-17 12:24:32,30,Sales,Brasil,43,Operations,US,22,6
422,297,2021-06-17 12:25:01,76,Sales,Brasil,43,Operations,US,22,6
337,605,2021-06-17 18:03:04,79,Sales,US,37,Admin,France,31,6
509,364,2021-06-17 18:17:39,36,Admin,US,39,Sales,Germany,40,6
509,306,2021-06-17 18:22:11,33,Admin,US,39,Operations,France,46,6
586,504,2021-06-17 19:19:49,50,Operations,France,38,Operations,France,22,6
586,687,2021-06-17 19:20:33,88,Operations,France,38,Sales,US,36,6
586,244,2021-06-17 19:22:19,49,Operations,France,38,Sales,US,52,6
317,605,2021-06-17 19:58:46,27,Operations,US,37,Admin,France,31,6
337,771,2021-06-17 20:15:43,20,Sales,US,37,Engineering,France,40,6
337,777,2021-06-17 20:39:51,49,Sales,US,37,Sales,US,36,6
605,681,2021-06-17 21:03:24,57,Admin,France,31,Engineering,Brasil,45,6
605,73,2021-06-17 21:03:47,41,Admin,France,31,Admin,US,56,6
605,337,2021-06-17 21:04:25,71,Admin,France,31,Sales,US,37,6
605,704,2021-06-17 21:04:41,31,Admin,France,31,Operations,US,30,6
605,317,2021-06-17 21:05:05,20,Admin,France,31,Operations,US,37,6
586,244,2021-06-17 21:43:50,55,Operations,France,38,Sales,US,52,6
605,704,2021-06-17 21:59:08,67,Admin,France,31,Operations,US,30,6
469,463,2021-06-17 22:02:53,25,Operations,France,54,Sales,France,30,6
389,644,2021-06-17 23:09:13,53,Sales,France,39,Sales,US,54,6
389,640,2021-06-17 23:09:46,13,Sales,France,39,Admin,US,24,6
389,830,2021-06-17 23:10:20,58,Sales,France,39,Sales,Germany,51,6
605,350,2021-06-18 02:30:05,70,Admin,France,31,Admin,France,57,6
605,73,2021-06-18 03:21:25,13,Admin,France,31,Admin,US,56,6
605,704,2021-06-18 03:22:10,52,Admin,France,31,Operations,US,30,6
605,60,2021-06-18 03:23:12,10,Admin,France,31,Engineering,Germany,38,6
605,272,2021-06-18 03:24:44,36,Admin,France,31,Operations,US,47,6
605,73,2021-06-18 03:27:26,66,Admin,France,31,Admin,US,56,6
725,728,2021-06-18 04:03:56,12,Sales,Germany,30,Operations,US,43,6
128,715,2021-06-18 04:28:50,16,Sales,France,47,Operations,France,38,6
389,74,2021-06-18 04:37:16,73,Sales,France,39,Admin,France,45,6
389,830,2021-06-18 04:37:54,35,Sales,France,39,Sales,Germany,51,6
869,823,2021-06-18 05:17:31,70,Sales,France,38,Marketing,US,44,6
389,830,2021-06-18 05:51:41,74,Sales,France,39,Sales,Germany,51,6
776,793,2021-06-18 05:53:17,36,IT,US,49,Admin,US,34,6
776,401,2021-06-18 05:54:02,53,IT,US,49,Operations,Germany,47,6
469,806,2021-06-18 07:14:55,56,Operations,France,54,Sales,US,39,6
469,598,2021-06-18 07:19:10,82,Operations,France,54,Operations,US,38,6
422,391,2021-06-18 07:20:24,41,Sales,Brasil,43,IT,Germany,30,6
516,617,2021-06-18 08:17:22,36,Engineering,US,41,Operations,US,52,6
605,704,2021-06-18 08:42:14,87,Admin,France,31,Operations,US,30,6
605,103,2021-06-18 08:48:40,49,Admin,France,31,Sales,Brasil,23,6
605,103,2021-06-18 08:51:47,34,Admin,France,31,Sales,Brasil,23,6
605,103,2021-06-18 08:57:50,39,Admin,France,31,Sales,Brasil,23,6
605,770,2021-06-18 08:58:57,50,Admin,France,31,Admin,France,24,6
605,770,2021-06-18 09:00:34,11,Admin,France,31,Admin,France,24,6
605,103,2021-06-18 09:01:39,86,Admin,France,31,Sales,Brasil,23,6
605,770,2021-06-18 09:02:55,64,Admin,France,31,Admin,France,24,6
605,770,2021-06-18 09:05:26,84,Admin,France,31,Admin,France,24,6
605,254,2021-06-18 09:24:42,33,Admin,France,31,Sales,France,44,6
605,254,2021-06-18 09:27:12,27,Admin,France,31,Sales,France,44,6
605,254,2021-06-18 09:30:01,81,Admin,France,31,Sales,France,44,6
605,254,2021-06-18 09:31:19,14,Admin,France,31,Sales,France,44,6
605,254,2021-06-18 09:32:29,27,Admin,France,31,Sales,France,44,6
605,254,2021-06-18 09:34:47,48,Admin,France,31,Sales,France,44,6
605,254,2021-06-18 09:37:18,75,Admin,France,31,Sales,France,44,6
605,254,2021-06-18 09:38:39,14,Admin,France,31,Sales,France,44,6
605,881,2021-06-18 09:39:09,34,Admin,France,31,Sales,US,38,6
605,830,2021-06-18 09:40:27,34,Admin,France,31,Sales,Germany,51,6
605,830,2021-06-18 09:48:45,54,Admin,France,31,Sales,Germany,51,6
605,881,2021-06-18 09:49:20,73,Admin,France,31,Sales,US,38,6
605,254,2021-06-18 09:49:49,61,Admin,France,31,Sales,France,44,6
605,830,2021-06-18 09:53:51,13,Admin,France,31,Sales,Germany,51,6
605,881,2021-06-18 09:56:43,68,Admin,France,31,Sales,US,38,6
605,830,2021-06-18 09:57:39,65,Admin,France,31,Sales,Germany,51,6
605,73,2021-06-18 09:59:10,77,Admin,France,31,Admin,US,56,6
605,881,2021-06-18 09:59:45,14,Admin,France,31,Sales,US,38,6
605,830,2021-06-18 10:01:12,58,Admin,France,31,Sales,Germany,51,6
605,830,2021-06-18 10:03:51,82,Admin,France,31,Sales,Germany,51,6
605,830,2021-06-18 10:06:27,39,Admin,France,31,Sales,Germany,51,6
605,830,2021-06-18 10:09:57,32,Admin,France,31,Sales,Germany,51,6
605,881,2021-06-18 10:11:02,44,Admin,France,31,Sales,US,38,6
260,174,2021-06-18 10:16:03,68,Operations,US,48,Admin,France,29,6
605,830,2021-06-18 10:16:37,74,Admin,France,31,Sales,Germany,51,6
260,704,2021-06-18 10:16:44,29,Operations,US,48,Operations,US,30,6
260,103,2021-06-18 10:17:53,45,Operations,US,48,Sales,Brasil,23,6
605,830,2021-06-18 10:18:09,71,Admin,France,31,Sales,Germany,51,6
260,174,2021-06-18 10:18:59,55,Operations,US,48,Admin,France,29,6
605,830,2021-06-18 10:21:34,47,Admin,France,31,Sales,Germany,51,6
605,830,2021-06-18 10:23:54,19,Admin,France,31,Sales,Germany,51,6
260,283,2021-06-18 10:25:19,29,Operations,US,48,Operations,France,40,6
260,688,2021-06-18 10:26:10,85,Operations,US,48,IT,UK,30,6
260,250,2021-06-18 10:27:07,10,Operations,US,48,Engineering,US,51,6
605,830,2021-06-18 10:27:41,28,Admin,France,31,Sales,Germany,51,6
260,338,2021-06-18 10:27:53,40,Operations,US,48,Operations,US,47,6
605,830,2021-06-18 10:30:17,11,Admin,France,31,Sales,Germany,51,6
605,830,2021-06-18 10:33:11,57,Admin,France,31,Sales,Germany,51,6
605,830,2021-06-18 10:35:07,75,Admin,France,31,Sales,Germany,51,6
370,765,2021-06-18 10:44:06,50,Engineering,Germany,36,Sales,Brasil,35,6
317,605,2021-06-18 10:53:04,16,Operations,US,37,Admin,France,31,6
598,194,2021-06-18 11:33:05,16,Operations,US,38,Admin,US,28,6
734,400,2021-06-18 18:11:29,22,Sales,France,49,Sales,Germany,45,6
598,252,2021-06-18 19:38:52,29,Operations,US,38,Operations,Germany,56,6
598,830,2021-06-18 19:39:14,40,Operations,US,38,Sales,Germany,51,6
598,342,2021-06-18 19:40:32,13,Operations,US,38,Engineering,Brasil,50,6
598,469,2021-06-18 19:41:03,19,Operations,US,38,Operations,France,54,6
598,687,2021-06-18 19:41:34,86,Operations,US,38,Sales,US,36,6
598,68,2021-06-18 19:43:00,50,Operations,US,38,Admin,France,50,6
598,194,2021-06-18 19:43:53,69,Operations,US,38,Admin,US,28,6
260,9,2021-06-18 20:34:09,21,Operations,US,48,Admin,UK,32,6
173,400,2021-06-18 20:37:31,79,Sales,Germany,55,Sales,Germany,45,6
173,749,2021-06-18 20:44:51,49,Sales,Germany,55,IT,US,55,6
586,598,2021-06-18 21:39:17,55,Operations,France,38,Operations,US,38,6
509,364,2021-06-18 22:10:00,77,Admin,US,39,Sales,Germany,40,6
509,513,2021-06-18 22:10:54,61,Admin,US,39,Engineering,France,57,6
509,707,2021-06-18 22:13:35,58,Admin,US,39,Operations,France,36,6
586,768,2021-06-18 23:22:49,26,Operations,France,38,Operations,Germany,37,6
389,41,2021-06-18 23:47:43,27,Sales,France,39,IT,UK,56,6
389,640,2021-06-18 23:48:13,20,Sales,France,39,Admin,US,24,6
389,640,2021-06-18 23:49:28,72,Sales,France,39,Admin,US,24,6
389,242,2021-06-18 23:50:16,42,Sales,France,39,Admin,US,27,6
389,194,2021-06-18 23:50:50,40,Sales,France,39,Admin,US,28,6
389,830,2021-06-18 23:51:48,33,Sales,France,39,Sales,Germany,51,6
422,194,2021-06-19 00:56:13,76,Sales,Brasil,43,Admin,US,28,6
586,768,2021-06-19 04:10:00,80,Operations,France,38,Operations,Germany,37,6
128,629,2021-06-19 05:09:42,32,Sales,France,47,IT,US,38,6
128,629,2021-06-19 05:10:54,27,Sales,France,47,IT,US,38,6
734,131,2021-06-19 05:54:51,58,Sales,France,49,Admin,US,58,6
734,103,2021-06-19 05:56:00,35,Sales,France,49,Sales,Brasil,23,6
734,103,2021-06-19 06:04:32,31,Sales,France,49,Sales,Brasil,23,6
734,103,2021-06-19 06:07:05,13,Sales,France,49,Sales,Brasil,23,6
734,103,2021-06-19 06:12:00,38,Sales,France,49,Sales,Brasil,23,6
734,103,2021-06-19 06:14:04,87,Sales,France,49,Sales,Brasil,23,6
734,103,2021-06-19 06:15:58,86,Sales,France,49,Sales,Brasil,23,6
734,103,2021-06-19 06:23:52,31,Sales,France,49,Sales,Brasil,23,6
734,103,2021-06-19 06:28:48,27,Sales,France,49,Sales,Brasil,23,6
483,768,2021-06-19 08:08:53,56,Sales,France,25,Operations,Germany,37,6
422,386,2021-06-19 08:30:54,73,Sales,Brasil,43,Admin,Germany,47,6
422,768,2021-06-19 08:36:58,27,Sales,Brasil,43,Operations,Germany,37,6
422,835,2021-06-19 08:39:50,46,Sales,Brasil,43,Sales,France,47,6
237,711,2021-06-19 09:15:48,39,Operations,France,41,Sales,US,55,6
237,308,2021-06-19 09:50:29,68,Operations,France,41,Sales,Germany,39,6
725,928,2021-06-19 09:51:56,76,Sales,Germany,30,Admin,US,51,6
598,794,2021-06-19 10:00:37,40,Operations,US,38,IT,UK,25,6
725,928,2021-06-19 10:07:45,35,Sales,Germany,30,Admin,US,51,6
128,934,2021-06-19 10:22:25,60,Sales,France,47,Sales,France,23,6
370,278,2021-06-19 10:33:07,73,Engineering,Germany,36,Admin,Germany,24,6
408,254,2021-06-19 11:12:45,51,Admin,Germany,44,Sales,France,44,6
408,388,2021-06-19 11:16:39,53,Admin,Germany,44,Admin,France,49,6
408,388,2021-06-19 11:33:24,83,Admin,Germany,44,Admin,France,49,6
734,617,2021-06-19 20:41:07,30,Sales,France,49,Operations,US,52,6
586,308,2021-06-19 22:01:41,51,Operations,France,38,Sales,Germany,39,6
586,538,2021-06-19 22:06:11,41,Operations,France,38,Admin,UK,53,6
128,715,2021-06-19 23:04:17,49,Sales,France,47,Operations,France,38,6
725,928,2021-06-19 23:31:15,34,Sales,Germany,30,Admin,US,51,6
509,513,2021-06-19 23:41:45,40,Admin,US,39,Engineering,France,57,6
509,272,2021-06-19 23:42:10,63,Admin,US,39,Operations,US,47,6
586,308,2021-06-19 23:46:55,67,Operations,France,38,Sales,Germany,39,6
586,952,2021-06-19 23:49:35,61,Operations,France,38,Admin,Germany,36,6
725,928,2021-06-20 03:22:44,64,Sales,Germany,30,Admin,US,51,6
725,928,2021-06-20 03:53:37,46,Sales,Germany,30,Admin,US,51,6
725,928,2021-06-20 04:35:05,39,Sales,Germany,30,Admin,US,51,6
725,928,2021-06-20 05:02:08,63,Sales,Germany,30,Admin,US,51,6
725,928,2021-06-20 05:29:52,74,Sales,Germany,30,Admin,US,51,6
725,840,2021-06-20 05:41:41,39,Sales,Germany,30,Admin,US,36,6
734,617,2021-06-20 05:42:27,17,Sales,France,49,Operations,US,52,6
725,840,2021-06-20 06:02:28,84,Sales,Germany,30,Admin,US,36,6
725,840,2021-06-20 06:11:17,82,Sales,Germany,30,Admin,US,36,6
725,928,2021-06-20 06:14:40,21,Sales,Germany,30,Admin,US,51,6
586,952,2021-06-20 06:16:49,16,Operations,France,38,Admin,Germany,36,6
586,654,2021-06-20 06:19:09,71,Operations,France,38,Operations,France,22,6
586,538,2021-06-20 06:20:48,86,Operations,France,38,Admin,UK,53,6
586,840,2021-06-20 06:21:39,41,Operations,France,38,Admin,US,36,6
516,194,2021-06-20 07:16:17,11,Engineering,US,41,Admin,US,28,6
389,242,2021-06-20 07:29:34,39,Sales,France,39,Admin,US,27,6
389,830,2021-06-20 07:31:05,84,Sales,France,39,Sales,Germany,51,6
725,928,2021-06-20 07:31:20,40,Sales,Germany,30,Admin,US,51,6
389,619,2021-06-20 07:31:31,45,Sales,France,39,Operations,France,47,6
389,41,2021-06-20 07:32:09,13,Sales,France,39,IT,UK,56,6
389,498,2021-06-20 07:32:48,71,Sales,France,39,Operations,UK,56,6
389,830,2021-06-20 07:37:40,38,Sales,France,39,Sales,Germany,51,6
389,498,2021-06-20 07:38:28,63,Sales,France,39,Operations,UK,56,6
586,840,2021-06-20 07:48:17,25,Operations,France,38,Admin,US,36,6
586,654,2021-06-20 07:50:20,51,Operations,France,38,Operations,France,22,6
586,654,2021-06-20 07:51:00,15,Operations,France,38,Operations,France,22,6
725,928,2021-06-20 07:53:29,65,Sales,Germany,30,Admin,US,51,6
586,815,2021-06-20 07:54:42,26,Operations,France,38,Operations,US,36,6
586,969,2021-06-20 07:56:29,56,Operations,France,38,Operations,US,23,6
725,952,2021-06-20 08:01:01,47,Sales,Germany,30,Admin,Germany,36,6
725,952,2021-06-20 08:01:11,55,Sales,Germany,30,Admin,Germany,36,6
586,840,2021-06-20 08:04:27,56,Operations,France,38,Admin,US,36,6
725,697,2021-06-20 08:17:20,77,Sales,Germany,30,Admin,US,43,6
173,194,2021-06-20 08:23:41,23,Sales,Germany,55,Admin,US,28,6
815,364,2021-06-20 08:23:42,12,Operations,US,36,Sales,Germany,40,6
815,176,2021-06-20 08:28:00,21,Operations,US,36,Sales,US,29,6
815,176,2021-06-20 08:31:52,65,Operations,US,36,Sales,US,29,6
815,176,2021-06-20 08:37:10,39,Operations,US,36,Sales,US,29,6
815,283,2021-06-20 08:38:28,76,Operations,US,36,Operations,France,40,6
815,364,2021-06-20 08:39:09,53,Operations,US,36,Sales,Germany,40,6
144,805,2021-06-20 08:41:31,56,Sales,US,50,Sales,Brasil,51,6
144,142,2021-06-20 08:49:21,50,Sales,US,50,Admin,US,57,6
144,189,2021-06-20 08:50:16,49,Sales,US,50,Admin,US,57,6
144,121,2021-06-20 08:53:59,84,Sales,US,50,Admin,France,43,6
144,41,2021-06-20 09:07:13,39,Sales,US,50,IT,UK,56,6
977,346,2021-06-20 09:13:22,71,Marketing,US,37,Admin,US,43,6
337,297,2021-06-20 09:13:32,46,Sales,US,37,Operations,US,22,6
337,966,2021-06-20 09:14:33,85,Sales,US,37,Marketing,France,24,6
586,978,2021-06-20 09:16:25,27,Operations,France,38,Admin,France,28,6
337,297,2021-06-20 09:33:25,31,Sales,US,37,Operations,US,22,6
605,704,2021-06-20 11:10:36,10,Admin,France,31,Operations,US,30,6
605,272,2021-06-20 11:10:58,63,Admin,France,31,Operations,US,47,6
815,191,2021-06-21 09:37:27,13,Operations,US,36,Engineering,US,48,6
173,68,2021-06-21 15:25:23,87,Sales,Germany,55,Admin,France,50,6
586,654,2021-06-21 16:44:59,49,Operations,France,38,Operations,France,22,6
586,654,2021-06-21 16:54:29,18,Operations,France,38,Operations,France,22,6
586,654,2021-06-21 16:54:55,23,Operations,France,38,Operations,France,22,6
422,389,2021-06-21 17:16:52,38,Sales,Brasil,43,Sales,France,39,6
586,626,2021-06-21 17:55:49,44,Operations,France,38,Admin,France,35,6
586,513,2021-06-21 17:59:04,29,Operations,France,38,Engineering,France,57,6
586,402,2021-06-21 18:00:21,77,Operations,France,38,IT,Germany,54,6
586,626,2021-06-21 18:03:03,26,Operations,France,38,Admin,France,35,6
586,194,2021-06-21 18:06:05,35,Operations,France,38,Admin,US,28,6
586,783,2021-06-21 18:08:36,51,Operations,France,38,Admin,UK,53,6
286,400,2021-06-21 18:36:24,15,Sales,UK,52,Sales,Germany,45,6
586,513,2021-06-21 18:39:08,82,Operations,France,38,Engineering,France,57,6
